Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
27/01/2018,35,6,-15.3,47,0.7,1921,-24.0,0.0,0.0,0.3,Winter,No Holiday,1
27/01/2018,59,7,-15.7,53,1.3,1629,-23.1,0.0,0.0,0.3,Winter,No Holiday,1
27/01/2018,86,8,-15.9,58,0.9,1369,-22.2,0.0,0.0,0.3,Winter,No Holiday,1
27/01/2018,107,9,-15.1,49,1.1,1401,-23.4,0.2,0.0,0.3,Winter,No Holiday,1
27/01/2018,98,10,-12.3,35,0.6,1497,-24.6,0.6,0.0,0.3,Winter,No Holiday,1
27/01/2018,127,11,-9.6,33,1.1,1748,-22.9,0.9,0.0,0.3,Winter,No Holiday,1
27/01/2018,147,12,-7.7,32,2.5,1763,-21.5,1.13,0.0,0.3,Winter,No Holiday,1
27/01/2018,191,13,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.3,Winter,No Holiday,1
27/01/2018,195,14,-4.1,25,2.0,1730,-21.2,1.2,0.0,0.2,Winter,No Holiday,1
27/01/2018,194,15,-3.7,26,2.2,1739,-20.4,1.04,0.0,0.0,Winter,No Holiday,1
27/01/2018,197,16,-3.7,25,2.6,1839,-20.9,0.74,0.0,0.0,Winter,No Holiday,1
27/01/2018,209,17,-4.6,26,1.9,2000,-21.2,0.39,0.0,0.0,Winter,No Holiday,1
27/01/2018,164,18,-6.6,31,3.0,1988,-20.9,0.06,0.0,0.0,Winter,No Holiday,1
27/01/2018,124,19,-7.1,33,2.0,1887,-20.6,0.0,0.0,0.0,Winter,No Holiday,1
27/01/2018,119,20,-7.6,36,1.7,1858,-20.1,0.0,0.0,0.0,Winter,No Holiday,1
27/01/2018,105,21,-7.9,35,2.6,1878,-20.7,0.0,0.0,0.0,Winter,No Holiday,1
27/01/2018,116,22,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,Winter,No Holiday,1
27/01/2018,105,23,-7.6,42,1.2,1760,-18.3,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,127,0,-7.5,36,2.3,1972,-20.0,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,105,1,-7.5,45,2.4,1853,-17.4,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,74,2,-7.8,51,1.9,1627,-16.1,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,69,3,-7.7,49,1.8,1573,-16.5,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,40,4,-7.6,37,1.6,1966,-19.8,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,23,5,-7.5,33,1.5,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,32,6,-7.8,35,1.9,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,44,7,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,74,8,-8.1,43,1.7,1943,-18.5,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,106,9,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,Winter,No Holiday,1
28/01/2018,113,10,-5.9,35,1.9,1940,-18.9,0.53,0.0,0.0,Winter,No Holiday,1
28/01/2018,147,11,-4.6,27,2.6,1887,-20.8,0.85,0.0,0.0,Winter,No Holiday,1
28/01/2018,191,12,-3.5,26,2.5,1756,-20.2,1.07,0.0,0.0,Winter,No Holiday,1
28/01/2018,208,13,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,Winter,No Holiday,1
28/01/2018,227,14,-1.5,20,3.0,1992,-21.6,1.09,0.0,0.0,Winter,No Holiday,1
28/01/2018,219,15,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,Winter,No Holiday,1
28/01/2018,189,16,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,Winter,No Holiday,1
28/01/2018,180,17,-3.8,32,5.2,2000,-18.1,0.25,0.0,0.0,Winter,No Holiday,1
28/01/2018,159,18,-4.9,35,3.7,2000,-18.0,0.04,0.0,0.0,Winter,No Holiday,1
28/01/2018,136,19,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,115,20,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,108,21,-7.3,34,3.5,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,107,22,-7.9,40,2.5,1997,-19.1,0.0,0.0,0.0,Winter,No Holiday,1
28/01/2018,83,23,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,82,0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,64,1,-9.8,47,1.3,1934,-19.0,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,51,2,-10.2,47,0.9,1808,-19.3,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,29,3,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,28,4,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,52,5,-10.4,47,1.0,1921,-19.5,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,96,6,-10.9,43,1.0,1967,-21.0,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,233,7,-11.1,37,1.6,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,452,8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,Winter,No Holiday,1
29/01/2018,219,9,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,Winter,No Holiday,1
29/01/2018,137,10,-9.5,28,3.7,1893,-24.6,0.59,0.0,0.0,Winter,No Holiday,1
29/01/2018,168,11,-8.1,24,3.6,1761,-25.1,0.91,0.0,0.0,Winter,No Holiday,1
29/01/2018,188,12,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,Winter,No Holiday,1
29/01/2018,168,13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,Winter,No Holiday,1
29/01/2018,170,14,-5.7,23,4.5,1956,-23.5,1.25,0.0,0.0,Winter,No Holiday,1
29/01/2018,179,15,-5.2,27,4.5,1927,-21.3,1.06,0.0,0.0,Winter,No Holiday,1
29/01/2018,197,16,-5.5,28,4.3,1926,-21.1,0.78,0.0,0.0,Winter,No Holiday,1
29/01/2018,241,17,-5.7,30,3.6,1978,-20.5,0.4,0.0,0.0,Winter,No Holiday,1
29/01/2018,440,18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,Winter,No Holiday,1
29/01/2018,284,19,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,199,20,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,184,21,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,174,22,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,Winter,No Holiday,1
29/01/2018,101,23,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,110,0,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,131,1,-10.4,37,0.3,2000,-22.3,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,86,2,-10.6,40,1.0,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,56,3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,35,4,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,49,5,-11.3,53,1.6,1979,-19.0,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,96,6,-11.2,53,0.9,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,216,7,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,Winter,No Holiday,1
30/01/2018,493,8,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,Winter,No Holiday,1
30/01/2018,256,9,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,Winter,No Holiday,1
30/01/2018,172,10,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,Winter,No Holiday,1
30/01/2018,222,11,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,Winter,No Holiday,1
30/01/2018,255,12,-3.2,32,2.7,1900,-17.5,1.01,0.0,0.0,Winter,No Holiday,1
30/01/2018,227,13,-1.3,35,2.0,1893,-14.8,1.18,0.0,0.0,Winter,No Holiday,1
30/01/2018,240,14,-1.1,46,2.1,1437,-11.2,0.72,0.0,0.0,Winter,No Holiday,1
30/01/2018,175,15,-1.6,55,2.5,1891,-9.4,0.64,0.0,0.0,Winter,No Holiday,1
30/01/2018,96,16,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,Winter,No Holiday,1
30/01/2018,55,17,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,Winter,No Holiday,1
30/01/2018,102,18,-2.3,91,0.4,202,-3.5,0.0,1.4,2.0,Winter,No Holiday,1
30/01/2018,61,19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,Winter,No Holiday,1
30/01/2018,74,20,-1.5,91,1.7,270,-2.7,0.0,0.0,3.3,Winter,No Holiday,1
30/01/2018,62,21,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,Winter,No Holiday,1
30/01/2018,75,22,-1.7,85,1.2,1006,-3.8,0.0,0.0,3.5,Winter,No Holiday,1
30/01/2018,64,23,-1.7,83,1.0,1093,-4.2,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,71,0,-1.7,83,0.8,1113,-4.2,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,98,1,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,62,2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,49,3,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,36,4,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,36,5,-2.8,83,0.6,946,-5.2,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,65,6,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,126,7,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,275,8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,Winter,No Holiday,1
31/01/2018,139,9,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,Winter,No Holiday,1
31/01/2018,104,10,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,Winter,No Holiday,1
31/01/2018,146,11,-1.5,46,2.5,1906,-11.6,0.56,0.0,3.0,Winter,No Holiday,1
31/01/2018,162,12,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,Winter,No Holiday,1
31/01/2018,173,13,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,Winter,No Holiday,1
31/01/2018,158,14,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,Winter,No Holiday,1
31/01/2018,216,15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,Winter,No Holiday,1
31/01/2018,218,16,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,Winter,No Holiday,1
31/01/2018,281,17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,Winter,No Holiday,1
31/01/2018,405,18,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,Winter,No Holiday,1
31/01/2018,272,19,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,Winter,No Holiday,1
31/01/2018,231,20,-2.6,36,3.1,2000,-15.6,0.0,0.0,1.6,Winter,No Holiday,1
31/01/2018,231,21,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,Winter,No Holiday,1
31/01/2018,190,22,-4.2,48,1.0,2000,-13.5,0.0,0.0,1.6,Winter,No Holiday,1
31/01/2018,134,23,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,124,0,-5.2,56,1.4,1996,-12.6,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,151,1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,105,2,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,83,3,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,39,4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,53,5,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,97,6,-8.1,59,0.7,1915,-14.7,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,246,7,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,Winter,No Holiday,1
01/02/2018,461,8,-8.6,59,1.0,1948,-15.1,0.01,0.0,1.6,Winter,No Holiday,1
01/02/2018,261,9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,Winter,No Holiday,1
01/02/2018,170,10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,Winter,No Holiday,1
01/02/2018,196,11,-2.6,33,1.5,1830,-16.6,0.95,0.0,1.4,Winter,No Holiday,1
01/02/2018,242,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Winter,No Holiday,1
01/02/2018,235,13,0.3,28,3.1,1988,-16.1,1.3,0.0,1.0,Winter,No Holiday,1
01/02/2018,258,14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,Winter,No Holiday,1
01/02/2018,295,15,0.7,25,3.0,1987,-17.1,1.12,0.0,0.0,Winter,No Holiday,1
01/02/2018,270,16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,Winter,No Holiday,1
01/02/2018,343,17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,Winter,No Holiday,1
01/02/2018,544,18,-1.0,28,1.9,2000,-17.2,0.08,0.0,0.0,Winter,No Holiday,1
01/02/2018,346,19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,Winter,No Holiday,1
01/02/2018,265,20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,1
01/02/2018,259,21,-3.2,47,1.8,1917,-12.9,0.0,0.0,0.0,Winter,No Holiday,1
01/02/2018,237,22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,Winter,No Holiday,1
01/02/2018,145,23,-4.5,55,0.4,1908,-12.1,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,140,0,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,161,1,-5.2,56,0.9,1973,-12.6,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,104,2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,67,3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,49,4,-6.7,65,1.1,1705,-12.1,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,50,5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,117,6,-7.0,62,1.3,1830,-13.0,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,269,7,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,560,8,-7.4,58,2.2,1882,-14.2,0.01,0.0,0.0,Winter,No Holiday,1
02/02/2018,282,9,-6.5,54,1.2,1541,-14.2,0.22,0.0,0.0,Winter,No Holiday,1
02/02/2018,189,10,-4.1,43,1.2,1187,-14.8,0.59,0.0,0.0,Winter,No Holiday,1
02/02/2018,236,11,-1.4,37,1.0,1317,-14.2,0.91,0.0,0.0,Winter,No Holiday,1
02/02/2018,305,12,0.9,37,1.5,1283,-12.1,1.12,0.0,0.0,Winter,No Holiday,1
02/02/2018,296,13,1.6,29,2.2,1662,-14.5,1.2,0.0,0.0,Winter,No Holiday,1
02/02/2018,295,14,3.2,26,2.2,1499,-14.5,1.16,0.0,0.0,Winter,No Holiday,1
02/02/2018,312,15,3.6,26,2.4,1687,-14.1,0.99,0.0,0.0,Winter,No Holiday,1
02/02/2018,332,16,2.9,26,3.0,1968,-14.7,0.69,0.0,0.0,Winter,No Holiday,1
02/02/2018,384,17,2.0,25,2.3,1998,-16.0,0.34,0.0,0.0,Winter,No Holiday,1
02/02/2018,594,18,0.5,37,3.0,1733,-12.5,0.06,0.0,0.0,Winter,No Holiday,1
02/02/2018,381,19,-0.5,43,2.5,1666,-11.5,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,243,20,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,227,21,-2.0,61,1.7,1655,-8.5,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,229,22,-2.4,63,1.3,1523,-8.4,0.0,0.0,0.0,Winter,No Holiday,1
02/02/2018,180,23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,184,0,-2.5,69,2.2,1366,-7.4,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,186,1,-2.3,71,3.2,1078,-6.8,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,125,2,-3.4,82,4.2,184,-6.0,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,62,3,-4.4,80,4.3,346,-7.3,0.0,0.1,0.1,Winter,No Holiday,1
03/02/2018,37,4,-5.6,74,4.0,387,-9.5,0.0,0.0,0.2,Winter,No Holiday,1
03/02/2018,33,5,-6.3,65,3.9,1521,-11.8,0.0,0.0,0.3,Winter,No Holiday,1
03/02/2018,35,6,-7.8,57,4.8,1867,-14.8,0.0,0.4,0.3,Winter,No Holiday,1
03/02/2018,69,7,-8.8,58,4.0,1942,-15.5,0.0,0.0,0.3,Winter,No Holiday,1
03/02/2018,118,8,-9.5,56,3.5,1979,-16.6,0.01,0.0,0.3,Winter,No Holiday,1
03/02/2018,170,9,-9.4,47,3.3,1995,-18.6,0.42,0.0,0.3,Winter,No Holiday,1
03/02/2018,146,10,-8.5,43,4.0,1797,-18.8,1.09,0.0,0.2,Winter,No Holiday,1
03/02/2018,197,11,-7.7,41,4.6,1984,-18.7,1.65,0.0,0.2,Winter,No Holiday,1
03/02/2018,194,12,-6.0,38,3.4,1930,-18.0,2.04,0.0,0.0,Winter,No Holiday,1
03/02/2018,231,13,-5.8,38,3.7,1961,-17.8,2.25,0.0,0.0,Winter,No Holiday,1
03/02/2018,198,14,-5.0,31,4.0,2000,-19.5,2.18,0.0,0.0,Winter,No Holiday,1
03/02/2018,212,15,-4.5,31,4.3,1979,-19.1,1.91,0.0,0.0,Winter,No Holiday,1
03/02/2018,207,16,-4.2,31,3.5,1974,-18.8,1.42,0.0,0.0,Winter,No Holiday,1
03/02/2018,213,17,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,Winter,No Holiday,1
03/02/2018,177,18,-6.6,36,4.4,2000,-19.2,0.15,0.0,0.0,Winter,No Holiday,1
03/02/2018,137,19,-7.6,32,4.8,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,111,20,-8.5,31,4.1,2000,-22.6,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,109,21,-9.1,38,2.7,2000,-20.8,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,94,22,-9.7,45,3.0,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,1
03/02/2018,93,23,-10.0,48,2.6,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,100,0,-10.4,49,2.4,2000,-19.0,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,92,1,-10.5,48,3.1,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,62,2,-10.5,49,2.0,2000,-19.1,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,56,3,-10.6,47,3.7,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,37,4,-11.2,47,2.3,2000,-20.3,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,23,5,-11.5,51,3.3,1996,-19.6,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,25,6,-11.8,54,2.4,1917,-19.2,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,36,7,-12.4,54,2.5,1790,-19.8,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,72,8,-12.8,56,2.4,1507,-19.7,0.02,0.0,0.0,Winter,No Holiday,1
04/02/2018,99,9,-12.4,51,3.8,1415,-20.4,0.38,0.0,0.0,Winter,No Holiday,1
04/02/2018,105,10,-11.2,43,3.5,1359,-21.3,1.04,0.0,0.0,Winter,No Holiday,1
04/02/2018,117,11,-9.7,37,2.8,1436,-21.6,1.57,0.0,0.0,Winter,No Holiday,1
04/02/2018,167,12,-8.3,32,1.8,1295,-22.1,1.99,0.0,0.0,Winter,No Holiday,1
04/02/2018,154,13,-8.3,34,4.0,1561,-21.4,2.22,0.0,0.0,Winter,No Holiday,1
04/02/2018,179,14,-7.4,33,4.0,1713,-20.9,2.17,0.0,0.0,Winter,No Holiday,1
04/02/2018,192,15,-6.4,30,4.9,1939,-21.1,1.89,0.0,0.0,Winter,No Holiday,1
04/02/2018,183,16,-5.4,29,3.6,1979,-20.6,1.4,0.0,0.0,Winter,No Holiday,1
04/02/2018,186,17,-5.9,27,3.6,1974,-21.9,0.81,0.0,0.0,Winter,No Holiday,1
04/02/2018,156,18,-7.0,26,4.1,2000,-23.3,0.16,0.0,0.0,Winter,No Holiday,1
04/02/2018,126,19,-7.7,31,3.3,2000,-21.9,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,100,20,-8.2,28,3.5,2000,-23.5,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,109,21,-8.9,35,3.2,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,80,22,-9.7,45,1.3,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,1
04/02/2018,79,23,-10.3,48,2.0,2000,-19.2,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,84,0,-10.5,52,2.4,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,54,1,-11.2,54,1.0,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,41,2,-11.2,55,1.5,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,35,3,-11.3,54,0.6,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,22,4,-11.7,51,1.2,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,39,5,-11.6,45,2.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,112,6,-11.5,40,2.3,2000,-22.4,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,229,7,-11.6,44,1.6,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,435,8,-11.5,40,2.8,2000,-22.4,0.02,0.0,0.0,Winter,No Holiday,1
05/02/2018,218,9,-11.1,38,2.4,1945,-22.6,0.43,0.0,0.0,Winter,No Holiday,1
05/02/2018,125,10,-9.6,32,3.7,2000,-23.2,1.14,0.0,0.0,Winter,No Holiday,1
05/02/2018,158,11,-8.5,27,4.7,1894,-24.2,1.73,0.0,0.0,Winter,No Holiday,1
05/02/2018,159,12,-7.8,28,4.1,2000,-23.1,2.12,0.0,0.0,Winter,No Holiday,1
05/02/2018,171,13,-7.0,25,4.2,1999,-23.7,2.29,0.0,0.0,Winter,No Holiday,1
05/02/2018,172,14,-6.4,24,4.6,1970,-23.7,2.23,0.0,0.0,Winter,No Holiday,1
05/02/2018,171,15,-5.7,25,4.4,1995,-22.6,1.94,0.0,0.0,Winter,No Holiday,1
05/02/2018,201,16,-5.4,25,3.4,1985,-22.3,1.44,0.0,0.0,Winter,No Holiday,1
05/02/2018,227,17,-6.4,28,4.5,2000,-21.9,0.81,0.0,0.0,Winter,No Holiday,1
05/02/2018,390,18,-7.6,29,3.5,2000,-22.6,0.16,0.0,0.0,Winter,No Holiday,1
05/02/2018,248,19,-8.3,29,4.1,2000,-23.2,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,208,20,-9.1,35,3.8,2000,-21.7,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,179,21,-9.8,41,3.9,1949,-20.6,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,185,22,-10.3,43,3.7,1876,-20.5,0.0,0.0,0.0,Winter,No Holiday,1
05/02/2018,117,23,-10.5,47,2.8,1794,-19.6,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,128,0,-10.6,47,3.5,1803,-19.7,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,89,1,-10.9,36,3.3,2000,-23.0,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,61,2,-11.2,36,2.9,1981,-23.3,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,38,3,-11.6,35,3.2,1992,-24.0,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,34,4,-12.0,36,2.7,1998,-24.0,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,42,5,-12.3,37,2.9,2000,-24.0,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,96,6,-12.5,40,3.4,1991,-23.3,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,215,7,-12.7,41,3.7,1982,-23.2,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,440,8,-12.7,41,3.1,2000,-23.2,0.02,0.0,0.0,Winter,No Holiday,1
06/02/2018,219,9,-12.3,39,3.7,1984,-23.4,0.45,0.0,0.0,Winter,No Holiday,1
06/02/2018,130,10,-11.3,35,4.2,1848,-23.7,1.15,0.0,0.0,Winter,No Holiday,1
06/02/2018,177,11,-9.9,32,3.3,1863,-23.5,1.72,0.0,0.0,Winter,No Holiday,1
06/02/2018,174,12,-8.2,31,2.7,1858,-22.3,2.09,0.0,0.0,Winter,No Holiday,1
06/02/2018,167,13,-7.5,28,4.3,1904,-22.9,2.3,0.0,0.0,Winter,No Holiday,1
06/02/2018,149,14,-7.0,26,4.4,1986,-23.3,2.24,0.0,0.0,Winter,No Holiday,1
06/02/2018,173,15,-5.9,25,3.1,1936,-22.8,1.93,0.0,0.0,Winter,No Holiday,1
06/02/2018,177,16,-5.9,24,3.5,2000,-23.2,1.44,0.0,0.0,Winter,No Holiday,1
06/02/2018,229,17,-6.6,29,2.5,2000,-21.7,0.68,0.0,0.0,Winter,No Holiday,1
06/02/2018,394,18,-7.6,36,3.3,2000,-20.1,0.11,0.0,0.0,Winter,No Holiday,1
06/02/2018,253,19,-8.4,37,4.0,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,195,20,-9.6,34,2.6,2000,-22.5,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,177,21,-10.6,39,3.1,2000,-21.9,0.0,0.0,0.0,Winter,No Holiday,1
06/02/2018,171,22,-11.1,43,1.8,1960,-21.2,0.0,0.0,0.0,Winter,No Holiday,1
